,Street Name,count
3733,VAN WYCK EXPRESSWAY SR SB,4
3734,PARKER STREET,4
3735,DEAN ST,4
3736,MINNIFORD AVENUE,4
3737,ST FRANCIS PLACE,4
3738,CLARK LANE,4
3739,GIFFORDS LANE,4
3740,HURLBERT STREET,4
3741,DIGNEY AVENUE,4
3742,BRIGHTON SEVENTH STREET,4
3743,JUNIPER BLVD SOUTH,4
3744,WEST 42 STREET,4
3745,MAURICE AVENUE,4
3746,FRED DOUGLAS BOULEVARD,4
3747,COVENTRY ROAD,4
3748,BEACH 29 STREET,4
3749,FLATLAND AVENUE,4
3750,EAST 142 STREET,4
3751,EAST 74 STREET,4
3752,MORANI STREET,4
3753,TUSKEGEE AIRMEN WAY,4
3754,149 ROAD,4
3755,SAINT PAULS AVENUE,4
3756,WEST 215 STREET,4
3757,TOPPING AVE,4
3758,WESTBROOK AVENUE,4
3759,LOVELACE AVENUE,4
3760,NAUTILUS AVENUE,4
3761,OCEANIA STREET,4
3762,PARKSIDE COURT,4
3763,BYRD STREET,4
3764,GARIBALDI AVENUE,4
3765,WILSON TERRACE,4
3766,WALTON STREET,4
3767,5TH ST,4
3768,107TH AVENUE,4
3769,124TH STREET,4
3770,PEMBERTON AVENUE,4
3771,EAST 93RD STREET,4
3772,212 PLACE,4
3773,239 STREET,4
3774,PACIFIC ST,4
3775,LUDLAM PLACE,4
3776,TERRACE PLACE,4
3777,BRAISTED AVENUE,4
3778,CHESTNUT AVENUE,4
3779,TAHOE STREET,4
3780,PRINCETON STREET,4
3781,ARCHER ROAD,4
3782,COYLE STREET,4
3783,WEST 115TH STREET,4
3784,HORACE HARDING EXPRE,4
3785,67TH STREET,4
3786,BOWEN STREET,4
3787,COMMERCE STREET,4
3788,ST NICHLAS TERRACE,4
3789,KIMBALL STREET,4
3790,SAINT NICHOLAS PL,4
3791,ADAM CLAYTON POWELL JUNIOR BOULEVARD,4
3792,EAST 150 STREET,4
3793,HOME PLACE,4
3794,VIETOR AVENUE,4
3795,NASHVILLE BOULEVARD,4
3796,W 148TH ST,4
3797,82 PLACE,4
3798,EAST   53 PLACE,4
3799,VANBRUNT STREET,4
3800,JORDAN AVENUE,4
3801,MADISON PLACE,4
3802,CENTRAL PARK SOUTH,4
3803,WEST 139TH STREET,4
3804,HALPERIN AVENUE,4
3805,SPARTAN AVENUE,4
3806,JANET PLACE,4
3807,WEST 159TH STREET,4
3808,MOUNT EDEN PARKWAY,4
3809,E 21ST ST,4
3810,BERESFORD AVENUE,4
3811,HILLMAN AVENUE,4
3812,EAST 235 STREET,4
3813,SOUTH GREENLEAF AVENUE,4
3814,SIXTH STREET,4
3815,GROVE AVENUE,4
3816,KINGS COLL PLACE,4
3817,GUN HILL ROAD,4
3818,101 ROAD,4
3819,BOUCK AVENUE,4
3820,BRIGHTON BEACH,4
3821,EAST 149 STREET,4
3822,LION STREET,4
3823,BENTLEY STREET,4
3824,41ST AVENUE,4
3825,THELMA COURT,4
3826,HOPE AVENUE,4
3827,KELL AVENUE,4
3828,RUBY STREET,4
3829,ASTORIA BOULEVARD SOUTH,4
3830,WESTFIELD AVENUE,4
3831,EAST 122 STREET,4
3832,WEST 168TH STREET,4
3833,FLATLANDS AVE,4
3834,BAYSIDE AVENUE,4
3835,BANGOR STREET,4
3836,CRAWFORD AVENUE,4
3837,110TH STREET,4
3838,CLINTONVILLE STREET,4
3839,OTIS AVENUE,4
3840,SEIGEL COURT,4
3841,EAST 43 STREET,4
3842,FR CAPODANNO BOULEVARD,4
3843,REED PLACE,4
3844,RALEIGH STREET,4
3845,WILLOUGHBY STREET,4
3846,WHITEHALL TERRACE,4
3847,TERRACE VIEW AVENUE,4
3848,WINHAM AVENUE,4
3849,WATERSIDE PLAZA,4
3850,117 ROAD,4
3851,OLIVE STREET,4
3852,DELAWARE AVENUE,4
3853,KIRSHON AVENUE,4
3854,HENNESSEY PLACE,4
3855,FOX BEACH AVENUE,4
3856,BRYANT AVE,4
3857,MAHAN AVENUE,4
3858,187 STREET,4
3859,FRAME PLACE,4
3860,REEVES AVENUE,4
3861,WILLIAMSBDG ROAD,4
3862,SACKET AVENUE,3
3863,GALE PLACE,3
3864,TOMPKINS PLACE,3
3865,GILMORE STREET,3
3866,POWELLS COVE BOULEVARD,3
3867,CLARKE PLACE EAST,3
3868,WEST   32 STREET,3
3869,EAST 156TH STREET,3
3870,BRIGHTON 8 COURT,3
3871,WESTCHESTER SQUARE,3
3872,EAST 147 STREET,3
3873,BEDELL LANE,3
3874,PROSPECT PL,3
3875,WEST 157TH STREET,3
3876,BRIGHTON   10 TERRACE,3
3877,EAST 4 WALK,3
3878,CRAFT AVENUE,3
3879,AMBER STREET,3
3880,STRANG AVENUE,3
3881,EAST 11TH STREET,3
3882,215TH STREET,3
3883,OHM AVENUE,3
3884,HEATH AVE,3
3885,BAY   32 STREET,3
3886,NICOLOSI DRIVE,3
3887,WEST 103RD STREET,3
3888,BEACH ROAD,3
3889,EAST 194TH STREET,3
3890,NOEL AVENUE,3
3891,WHITE PLACE ROAD,3
3892,WATERSIDE COURT,3
3893,LORETTA ROAD,3
3894,EAST 99TH STREET,3
3895,W 141ST ST,3
3896,69TH STREET,3
3897,IRONWOOD STREET,3
3898,58 LANE,3
3899,RENWICK STREET,3
3900,RILEY PLACE,3
3901,ST RAYMOND AVENUE,3
3902,WEST 96TH STREET,3
3903,W 138TH ST,3
3904,E 118TH ST,3
3905,214 PLACE,3
3906,230TH STREET,3
3907,WEST 206TH STREET,3
3908,OSBORN STREET,3
3909,PROSPECT PARK SOUTH WEST,3
3910,47TH AVENUE,3
3911,EAST 106TH STREET,3
3912,NUTLY PLACE,3
3913,W 101ST ST,3
3914,FAR ROCKAWAY BOULEVARD,3
3915,S 2ND ST,3
3916,KENT AVE,3
3917,KINGSLEY PLACE,3
3918,WEST   59 STREET,3
3919,E 105TH ST,3
3920,BRIGHTON 3 STREET,3
3921,COLUMBUS AVE,3
3922,HOPKINS AVENUE,3
3923,GOWER STREET,3
3924,FOOTHILL AVENUE,3
3925,AUBURN AVENUE,3
3926,258 STREET,3
3927,BEVERLY AVENUE,3
3928,PLEASANT PLAINS AVENUE,3
3929,BORINQUEN PLACE,3
3930,HOLLY STREET,3
3931,PHROANE AVENUE,3
3932,W 212TH ST,3
3933,MERRYMOUNT STREET,3
3934,E 4TH ST,3
3935,BAY 11TH STREET,3
3936,79TH STREET,3
3937,EAST 223RD STREET,3
3938,33 ROAD,3
3939,PITKINS AVENUE,3
3940,255 STREET,3
3941,214 STREET,3
3942,EAST 187TH STREET,3
3943,WEST 213TH STREET,3
3944,ARDMORE AVENUE,3
3945,83RD STREET,3
3946,EDGEVIEW LANE,3
3947,TRAFALGAR PLACE,3
3948,HERKIMER PLACE,3
3949,WEST 147TH STREET,3
3950,E MOSHOLU PKWY N,3
3951,WEST 214TH STREET,3
3952,WEST 261 STREET,3
3953,JAMIE LANE,3
3954,SAINT ANN'S AVENUE,3
3955,PENTON STREET,3
3956,ARTHUR AVE,3
3957,144 PLACE,3
3958,ALDEN PARK,3
3959,THWAITES PLACE,3
3960,EAST 51ST STREET,3
3961,181 PLACE,3
3962,94TH STREET,3
3963,NORFOLK ST,3
3964,119 ROAD,3
3965,BOGOTA STREET,3
3966,OLDFIELD STREET,3
3967,WEST 26TH STREET,3
3968,DUNKIRK STREET,3
3969,PARK AVE,3
3970,RAPELYE STREET,3
3971,SOUTH 1ST STREET,3
3972,LIEBIG AVENUE,3
3973,BAY 35 STREET,3
3974,1ST AVE,3
3975,BEACH   70 STREET,3
3976,E 7TH ST,3
3977,SANDGAP STREET,3
3978,BUSH AVENUE,3
3979,JEWELL MCKOY LANE,3
3980,MARION AVE,3
3981,FRANKLIN AVE,3
3982,14TH ST,3
3983,WILLOUGHBY AVE,3
3984,BARNES AVE,3
3985,DEGROOT PLACE,3
3986,LINCOLN AVE,3
3987,EAST   41 STREET,3
3988,177TH STREET,3
3989,WILD AVENUE,3
3990,ELLWOOD ST,3
3991,ST MARK'S PLACE,3
3992,ALMOND STREET,3
3993,GOODALL STREET,3
3994,FEATHER BED LANE,3
3995,COLBY COURT,3
3996,184 PLACE,3
3997,AURELIA COURT,3
3998,WATERS EDGE DRIVE,3
3999,BAUGHMAN PLACE,3
4000,MEADOW PLACE,3
4001,FREAN STREET,3
4002,CONTINENTAL PLACE,3
4003,BEACH   64 STREET,3
4004,41ST ST,3
4005,WAINWRIGHT AVENUE,3
4006,18TH STREET,3
4007,FOREST ROAD,3
4008,W 162ND ST,3
4009,PRENTISS AVENUE,3
4010,BEARD STREET,3
4011,W 21ST ST,3
4012,LORRAINE LOOP,3
4013,SLOAN PLACE,3
4014,VERONA PLACE,3
4015,ALLENDALE STREET,3
4016,N 7TH ST,3
4017,BEACH   44 STREET,3
4018,ATHENA PLACE,3
4019,STEERS STREET,3
4020,WEED AVENUE,3
4021,FORT HAMILTON,3
4022,WADSWORTH TER,3
4023,PELL ST,3
4024,160TH STREET,3
4025,PERRY AVE,3
4026,ROGERS AVE,3
4027,W 152ND ST,3
4028,ELMHURST AVE,3
4029,MARIANNE STREET,3
4030,CUMBERLAND ST,3
4031,KINGSBRIDGE TER,3
4032,EAST 69 STREET,3
4033,BISHOP STREET,3
4034,TALBOT PLACE,3
4035,RIVERSIDE LANE,3
4036,SAULL STREET,3
4037,211 PLACE,3
4038,WINCHESTER BOULEVARD,3
4039,WILCOX STREET,3
4040,6TH STREET,3
4041,CHESS LOOP,3
4042,EAST 217 STREET,3
4043,BAY SHORE AVENUE,3
4044,OLCOTT STREET,3
4045,JARVIS AVENUE,3
4046,PINEAPPLE STREET,3
4047,HAMDEN AVENUE,3
4048,PAUL AVENUE,3
4049,SPRAGUE AVENUE,3
4050,CANNON AVENUE,3
4051,64TH AVE,3
4052,MIAMI COURT,3
4053,DUTCH STREET,3
4054,HENDRICKSN STREET,3
4055,IBSEN AVENUE,3
4056,BARNS AVENUE,3
4057,242 STREET,3
4058,WEST 65 STREET,3
4059,JUSTICE AVENUE,3
4060,COLUMBUS PLACE,3
4061,GLEASON AVE,3
4062,138 AVENUE,3
4063,WEST    1 STREET,3
4064,W 22ND ST,3
4065,BEACH 22 STREET,3
4066,CALDWELL AVENUE,3
4067,20TH LANE,3
4068,217 LANE,3
4069,EVELETH ROAD,3
4070,29 AVENUE,3
4071,MONAHAN AVENUE,3
4072,CHARLECOTE RIDGE,3
4073,MCKIBBIN STREET,3
4074,WEST 90TH STREET,3
4075,APOLLO STREET,3
4076,MORRIS STREET,3
4077,EAST 237TH STREET,3
4078,MARTIN LUTHER KING JR BOULEVARD,3
4079,62ND STREET,3
4080,E 19TH ST,3
4081,MENAHAN ST,3
4082,FOREST HILL ROAD,3
4083,EAST 144 STREET,3
4084,HICKORY AVENUE,3
4085,145 DRIVE,3
4086,EAST 91ST STREET,3
4087,125TH STREET,3
4088,FLATBUSH AVE,3
4089,39TH PLACE,3
4090,W 211TH ST,3
4091,E 161ST ST,3
4092,BEACH  141 STREET,3
4093,169 PLACE,3
4094,PINEHURST AVE,3
4095,PELICAN CIRCLE,3
4096,DEVENS STREET,3
4097,ELDERTS LANE,3
4098,CAROL PLACE,3
4099,LIBRARY AVENUE,3
4100,RIVER TERRACE,3
4101,EAST 76 STREET,3
4102,EAST 94TH STREET,3
4103,COUNTRY WOODS LANE,3
4104,88TH STREET,3
4105,205 PLACE,3
4106,EAST 166TH STREET,3
4107,KNAPP STREET,3
4108,ARCADIA PLACE,3
4109,87 DRIVE,3
4110,POST AVE,3
4111,SEASIDE LANE,3
4112,66 PLACE,3
4113,6TH AVE,3
4114,BLEECKER ST,3
4115,WEST 142ND STREET,3
4116,BAYSHORE AVENUE,3
4117,SCHIEFFELIN AVENUE,3
4118,MUHLEBACH COURT,3
4119,236 STREET,3
4120,NORDEN STREET,3
4121,BRIGHTON 12TH STREET,3
4122,ST JAMES AVENUE,3
4123,11TH ST,3
4124,PLEASANT VALLEY AVENUE,3
4125,DIERAUF STREET,3
4126,WEST 74TH STREET,3
4127,NEVADA AVENUE,3
4128,BADEN PLACE,3
4129,SAINT FRANCIS PLACE,3
4130,PELHAM PKWY S,3
4131,KEATING STREET,3
4132,SCHURZ AVENUE,3
4133,WEST   61 STREET,3
4134,STROUD AVENUE,3
4135,EVELYN PLACE,3
4136,MANIDA ST,3
4137,WEST 76TH STREET,3
4138,BAY 50 STREET,3
4139,LYMAN AVENUE,3
4140,BAY 26 STREET,3
4141,WEST 156TH STREET,3
4142,104TH ST,3
4143,NEWBERRY AVENUE,3
4144,ESPLANADE,3
4145,BEACH   31 STREET,3
4146,ROCKWELL PLACE,3
4147,E 147TH ST,3
4148,109 DRIVE,3
4149,RADFORD STREET,3
4150,SOUTH DRIVE,3
4151,WICHAM AVENUE,3
4152,144 TERRACE,3
4153,ROSS AVENUE,3
4154,PATCHEN AVE,3
4155,PROVIDENCE STREET,3
4156,GROVE ST,3
4157,ROCHAMBEAU AVE,3
4158,DIVISION PLACE,3
4159,DAVID STREET,3
4160,19 LANE,3
4161,SACKETT AVENUE,3
4162,RIVERSIDE BOULEVARD,3
4163,KENMORE ROAD,3
4164,FLATLANDS 2 STREET,3
4165,CLAYTON STREET,3
4166,REYNOLDS STREET,3
4167,TREADWELL AVENUE,3
4168,HERRICK AVENUE,3
4169,77TH STREET,3
4170,EAST 234 STREET,3
4171,MORNINGSIDE DRIVE,3
4172,16TH STREET,3
4173,HOOPER AVENUE,3
4174,DESALES PLACE,3
4175,SOUTH 9 STREET,3
4176,CANARSIE ROAD,3
4177,KAREN COURT,3
4178,149 PLACE,3
4179,GRANT STREET,3
4180,RENAISSANCE COURT,3
4181,105TH STREET,3
4182,18TH AVENUE,3
4183,EAST 191 STREET,3
4184,83 PLACE,3
4185,JARDINE PLACE,3
4186,BEACH 25 STREET,3
4187,STEUBEN AVENUE,3
4188,LA 65 DE INFANTER?A,3
4189,SHARON STREET,3
4190,WINFIELD STREET,3
4191,COUNTRY LANE,3
4192,136 AVENUE,3
4193,22 ROAD,3
4194,BAY 28 STREET,3
4195,SHILOH AVENUE,3
4196,CROTONA PLACE,3
4197,HENRY PLACE,3
4198,LONG STREET,3
4199,CROCHERON AVENUE,3
4200,NAVY WALK,3
4201,16 DRIVE,3
4202,MARGARET COURT,3
4203,W 161ST ST,3
4204,WEST 18 STREET,3
4205,259 STREET,3
4206,SETH LOOP,3
4207,STATION ROAD,3
4208,BEACH 91 STREET,3
4209,CORNISH STREET,3
4210,WEST 242 STREET,3
4211,BEACH   25 STREET,3
4212,NY AVENUE,3
4213,BEACH   90 STREET,3
4214,CHRISTIE AVENUE,3
4215,RESERVIOR OVAL WEST,3
4216,SHARON AVENUE,3
4217,FILLMORE AVENUE,3
4218,BEACH 67 STREET,3
4219,GRAHAM COURT,3
4220,FOREST GREEN,3
4221,THURSBY AVENUE,3
4222,CHARLES PLACE,3
4223,THIRD PLACE,3
4224,BENTON STREET,3
4225,UNDERHILL AVE,3
4226,ATARI LANE,3
4227,HOUSMAN AVENUE,3
4228,TUSKEGEE AIRMAN WAY,3
4229,FURMANVILLE AVENUE,3
4230,240 STREET,3
4231,LAMPORT PLACE,3
4232,ELY STREET,3
4233,WEST 101 STREET,3
4234,134 ROAD,3
4235,BEACH   60 STREET,3
4236,WEST 181ST STREET,3
4237,LAGUARDIA AVENUE,3
4238,175 PLACE,3
4239,GRAMERCY PARK SOUTH,3
4240,WEST   41 STREET,3
4241,WEST 185 STREET,3
4242,EAST 87TH STREET,3
4243,NORTH NINTH STREET,3
4244,DELMAR AVENUE,3
4245,ELVIN STREET,3
4246,STIEG AVENUE,3
4247,EAST 86TH STREET,3
4248,WYKOFF AVENUE,3
4249,WADSWORTH AVE,3
4250,E 173RD ST,3
4251,GAIN COURT,3
4252,ST PAUL&apos;S AVENUE,3
4253,NATIONAL STREET,3
4254,KNOLLS CRESCENT,3
4255,DORIS STREET,3
4256,UNITED NATIONS PLAZA,3
4257,HORNADAY PLACE,3
4258,BEACH 47 STREET,3
4259,SEMINARY ROW,3
4260,WEST 99TH STREET,3
4261,WYONA AVENUE,3
4262,CROWN COURT,3
4263,EAST 202 STREET,3
4264,RENE COURT,3
4265,136 ROAD,3
4266,BRONX RIVER AVE,3
4267,EAST 195 STREET,3
4268,HENRY ST,3
4269,BAY   41 STREET,3
4270,WEST 188TH STREET,3
4271,W 134TH ST,3
4272,164 AVENUE,3
4273,WINTHROP AVENUE,3
4274,CHELSEA STREET,3
4275,WEST 49TH STREET,3
4276,SMART STREET,3
4277,WALCOTT AVENUE,3
4278,SPERRY PLACE,3
4279,HEYWARD STREET,3
4280,BELAIR ROAD,3
4281,BURR AVENUE,3
4282,BRIGHTON 12 STREET,3
4283,117TH STREET,3
4284,JACKSON COURT,3
4285,WEXFORD TERRACE,3
4286,THROGGMORTON AVENUE,3
4287,HORACE HARDING EXPY,3
4288,LOUISE TERRACE,3
4289,CROFT PLACE,3
4290,SHERIDAN SQUARE,3
4291,EAST 77TH STREET,3
4292,BRIGHTON   10 STREET,3
4293,MALLORY AVENUE,3
4294,ELTINGEVILLE BOULEVARD,3
4295,BROOKFIELD AVENUE,3
4296,RYE AVENUE,3
4297,VILLAGE ROAD NORTH,3
4298,ROFF STREET,3
4299,WEST 11TH STREET,3
4300,ADELAIDE AVENUE,3
4301,150 PLACE,3
4302,116 DRIVE,3
4303,BEACH  149 STREET,3
4304,HALES AVENUE,3
4305,ST PAUL PLACE,3
4306,BYRNE AVENUE,3
4307,SAVO LOOP,3
4308,ALPINE AVENUE,3
4309,GRAND ARMY PLAZA,3
4310,EAST 60 STREET,3
4311,FRASER STREET,3
4312,114 AVENUE,3
4313,W 120TH ST,3
4314,54 PLACE,3
4315,BEACH  123 STREET,3
4316,JANE ST,3
4317,E 138TH ST,3
4318,HOWE STREET,3
4319,NORTH 3RD STREET,3
4320,SUNBURY ROAD,3
4321,TYNAN STREET,3
4322,WEST 88TH STREET,3
4323,99TH STREET,3
4324,MANHATTAN COLLEGE PARKWAY,3
4325,DR M L KING JR BOULEVARD,3
4326,OSWALD PLACE,3
4327,BRIGHTON    1 ROAD,3
4328,LAFORGE AVENUE,3
4329,WILLIAM STREET,3
4330,FOCH AVENUE,3
4331,RACAL COURT,3
4332,BRIGHTON   11 STREET,3
4333,COLFAX STREET,3
4334,PONTIAC STREET,3
4335,SCHAEFFER STREET,3
4336,101ST STREET,3
4337,COLON AVENUE,3
4338,STEWART ROAD,3
4339,MARGARET PLACE,3
4340,E 5TH ST,3
4341,SLOSSON TERRACE,3
4342,NURGE AVENUE,3
4343,EAST 240 STREET,3
4344,129 AVENUE,3
4345,166 PLACE,3
4346,EAST 105TH STREET,3
4347,MORGAN LANE,3
4348,VANWYCK EXPRESSWAY,3
4349,KISSEL AVENUE,3
4350,41 DRIVE,3
4351,137 ROAD,3
4352,WEST 51ST STREET,3
4353,RIDGEDALE STREET,3
4354,W 76TH ST,3
4355,SHARROTT AVENUE,3
4356,90 PLACE,3
4357,LORRAINE STREET,3
4358,PEROT STREET,3
4359,WEST KINGSBDGE ROAD,3
4360,VINELAND AVENUE,3
4361,WEST 4TH STREET,3
4362,BARTOW AVENUE,3
4363,GARY PLACE,3
4364,AUSTIN PLACE,3
4365,WEST 185TH STREET,3
4366,CUMMING STREET,3
4367,30TH AVENUE,3
4368,WISSMAN AVENUE,3
4369,CLAY PIT ROAD,3
4370,EAST 13TH STREET,3
4371,BEACH  124 STREET,3
4372,WEST 20TH STREET,3
4373,WEST 206 STREET,3
4374,MACKAY PLACE,3
4375,BRANDIS AVENUE,3
4376,STADIUM AVENUE,3
4377,DON COURT,3
4378,BEACH 32 STREET,3
4379,161 PLACE,3
4380,BEACH TERRACE,3
4381,E 204TH ST,3
4382,JACKSON ST,3
4383,WILLIAMSON AVENUE,3
4384,BEACH  136 STREET,3
4385,RAINBOW AVENUE,3
4386,108TH STREET,3
4387,BEACH  134 STREET,3
4388,HOYT AVENUE SOUTH,3
4389,MARYLAND AVENUE,3
4390,CRITTENDEN PLACE,3
4391,BRIGHAM STREET,3
4392,DUKE PLACE,3
4393,NORWAY AVENUE,3
4394,BETHEL LOOP,3
4395,181ST STREET,3
4396,ASTER COURT,3
4397,HARRINGTON AVENUE,3
4398,INGRAM AVENUE,3
4399,WEST 79 STREET,3
4400,ROBERTS AVENUE,3
4401,ARNOLD STREET,3
4402,SPENCER AVENUE,3
4403,COENTIES SLIP,3
4404,BEACHVIEW AVENUE,2
4405,CEBRA AVENUE,2
4406,BILLINGSLY TERRACE,2
4407,156TH STREET,2
4408,BEAUMONT AVE,2
4409,LEXINTON AVENUE,2
4410,EAST 180TH STREET,2
4411,ORANGE STREET,2
4412,GOUVERNEUR ST,2
4413,ALBEMARLE TERRACE,2
4414,FINLEY AVENUE,2
4415,WEST  259 STREET,2
4416,BREVOORT STREET,2
4417,HUSSON STREET,2
4418,ATLANTIC AVE,2
4419,BRIGHTN BE AVENUE,2
4420,W 103RD ST,2
4421,W 91ST ST,2
4422,MINETTA LANE,2
4423,HEMSTEAD AVENUE,2
4424,EAST 15TH STREET,2
4425,FORT HAMILTN PARKWAY,2
4426,PRESIDENT ST,2
4427,SHERIDAN AVE,2
4428,EAST  113 STREET,2
4429,32ND STREET,2
4430,138TH PLACE,2
4431,BRIELLE AVE,2
4432,WEST THIRD STREET,2
4433,WHEATLEY STREET,2
4434,EAST 240TH STREET,2
4435,HARVEST AVENUE,2
4436,90TH AVENUE,2
4437,82 ROAD,2
4438,LOUISA STREET,2
4439,ROCKEFELLER PLAZA,2
4440,PARK DRIVE EAST,2
4441,BROOKLYN AVE,2
4442,CLINTON COURT,2
4443,52ND CT,2
4444,MEEKER AVE,2
4445,IVAN COURT,2
4446,GERARD AVE,2
4447,DILL PLACE,2
4448,SHORE FRONT PKWY,2
4449,WEST  254 STREET,2
4450,EAST 171ST STREET,2
4451,BIVONA STREET,2
4452,VAN WYCK EXPY,2
4453,CUMBERLAND WALK,2
4454,LUCILLE AVENUE,2
4455,82ND ST,2
4456,SPRATT AVENUE,2
4457,W 127TH ST,2
4458,VAN ALLEN AVENUE,2
4459,157 AVENUE,2
4460,73RD ST,2
4461,VASSAR STREET,2
4462,DEKALB STREET,2
4463,MARINE WAY,2
4464,143RD STREET,2
4465,W 181ST ST,2
4466,BEACH   86 STREET,2
4467,UNION ST,2
4468,153RD ST,2
4469,LENOX RD,2
4470,79TH AVENUE,2
4471,HARVARD AVENUE,2
4472,CEDAR CROFT ROAD,2
4473,EAST 228TH STREET,2
4474,BAINBRIDGE ST,2
4475,KIRBY COURT,2
4476,WEST 127TH STREET,2
4477,QUINTARD STREET,2
4478,SEAMAN AVE,2
4479,MADISON AVE,2
4480,BROOK AVE,2
4481,32ND ST,2
4482,HENDRICKSON STREET,2
4483,BEACH   40 STREET,2
4484,KEEGANS LANE,2
4485,HART ST,2
4486,TROON ROAD,2
4487,LONGFELLOW AVE,2
4488,EAST 170TH STREET,2
4489,HEYSON ROAD,2
4490,WEST 37TH STREET,2
4491,STOCKTON STREET,2
4492,W 110TH ST,2
4493,E 35TH ST,2
4494,46TH STREET,2
4495,HENRY HUDSON PARKWAY EAST,2
4496,ASHWOOD COURT,2
4497,EAST 29TH STREET,2
4498,RUTGERS SLIP,2
4499,CLAUDE AVENUE,2
4500,VIREO AVE,2
4501,TIMPSON PL,2
4502,BOGART STREET,2
4503,HAMILTON AVENUE,2
4504,TIBBET AVENUE,2
4505,BAY 46TH STREET,2
4506,COTTAGE PLACE,2
4507,MUNDY AVENUE,2
4508,EAST 28TH STREET,2
4509,208TH STREET,2
4510,EVERGREEN STREET,2
4511,241 STREET,2
4512,BRIGHTON 5TH ST,2
4513,E 119TH ST,2
4514,BRISBIN STREET,2
4515,FREDERICK DOUGLASS BLVD,2
4516,LUCERNE STREET,2
4517,GLENDALE COURT,2
4518,STANHOPE ST,2
4519,EAST 120TH STREET,2
4520,75TH ROAD,2
4521,HUNTER ST,2
4522,WATSON PLACE,2
4523,WEST 179TH STREET,2
4524,OCEAN CREST BOULEVARD,2
4525,FORDHAM HILL OVAL,2
4526,92ND STREET,2
4527,109TH STREET,2
4528,W 179TH ST,2
4529,POUCH TERRACE,2
4530,84TH PLACE,2
4531,ACP BOULEVARD,2
4532,WALDO AVE,2
4533,REVIEW AVENUE,2
4534,S OXFORD ST,2
4535,145 PLACE,2
4536,E 74TH ST,2
4537,MALCOLM X BLVD,2
4538,EAST 134TH STREET,2
4539,BAY   43 STREET,2
4540,E 134TH ST,2
4541,EAST 25TH STREET,2
4542,FOURTH STREET,2
4543,HOMER STREET,2
4544,KOSSUTH PLACE,2
4545,MYRTLE AVE,2
4546,LEONARD ST,2
4547,E 25TH ST,2
4548,W 145TH ST,2
4549,BAY   37 STREET,2
4550,68TH STREET,2
4551,ARION PL,2
4552,NEW YORK AVE,2
4553,27TH STREET,2
4554,W 189TH ST,2
4555,173RD STREET,2
4556,BEVERLEY RD,2
4557,WEST 95TH STREET,2
4558,ROBERTSON PLACE,2
4559,NORTH 6TH STREET,2
4560,E 22ND ST,2
4561,WESTFARM ROAD,2
4562,LINTON PLACE,2
4563,97TH AVENUE,2
4564,ROWAN AVENUE,2
4565,118TH STREET,2
4566,RAVENHURST AVENUE,2
4567,218TH STREET,2
4568,FARRINGTON STREET,2
4569,EAST 131ST STREET,2
4570,165TH ST,2
4571,TORRY AVENUE,2
4572,CASTLEHILL AVENUE,2
4573,WITTHOFF AVENUE,2
4574,BELMONT AVE,2
4575,PLEASANT AVE,2
4576,EAST 39TH STREET,2
4577,BEACH 91ST STREET,2
4578,COLONY AVENUE,2
4579,WILLIAMS AVE,2
4580,EAST 16TH STREET,2
4581,DOUGLAS AVENUE,2
4582,U.S. 9,2
4583,E 10TH ST,2
4584,POLAND PLACE,2
4585,VANCE STREET,2
4586,19TH STREET,2
4587,WEST 125TH STREET,2
4588,BELVEDERE STREET,2
4589,MARTENSE AVE,2
4590,CLAYPIT ROAD,2
4591,114 TERRACE,2
4592,BUELL STREET,2
4593,84TH ST,2
4594,WEST  195 STREET,2
4595,TENNYSON DRIVE,2
4596,95TH STREET,2
4597,GIEGERICH PLACE,2
4598,E 152ND ST,2
4599,21ST AVENUE,2
4600,IRA COURT,2
4601,SEGUINE PLACE,2
4602,133RD AVENUE,2
4603,EAST 76TH STREET,2
4604,LOCKE AVENUE,2
4605,BRUCKNER BLVD,2
4606,MANSION STREET,2
4607,NUTLEY PLACE,2
4608,BRIGHTON   15 STREET,2
4609,UPTON ST,2
4610,PITT ST,2
4611,FLATLANDS THIRD STREET,2
4612,BEACH   67 STREET,2
4613,EAST 153RD STREET,2
4614,FAIRVIEW AVE,2
4615,WEST 166 STREET,2
4616,WEST 238TH STREET,2
4617,BEACH  115 STREET,2
4618,WEST 197TH STREET,2
4619,WOODRUFF AVE,2
4620,CAESAR PLACE,2
4621,FORT ELEY AVENUE,2
4622,83RD AVENUE,2
4623,EAST 72ND STREET,2
4624,CROSSFIELD AVENUE,2
4625,PAERDEGAT    3 STREET,2
4626,20TH STREET,2
4627,ST ANDREWS PLACE,2
4628,CLIFTON PL,2
4629,LIBERTY STREET,2
4630,KELLY ST,2
4631,WEST 97TH STREET,2
4632,BEACH   20 STREET,2
4633,65TH AVENUE,2
4634,W 225TH ST,2
4635,EAST 213TH STREET,2
4636,213TH ST,2
4637,E 153RD ST,2
4638,BEACH 92ND STREET,2
4639,POWELL AVE,2
4640,RYER AVE,2
4641,W 151ST ST,2
4642,WOODWARD AVE,2
4643,COOPER ST,2
4644,MALBA DRIVE,2
4645,BUTLER TERRACE,2
4646,BRIGHTON 10 STREET,2
4647,ALMEDA AVENUE,2
4648,LONGSTREET AVENUE,2
4649,W 171ST ST,2
4650,EAST 20TH STREET,2
